,Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
534,Menakao (aka Cinagra),Madagascar,837,2012,0.8,Madagascar,2.5,Trinitario,Madagascar
535,Menakao (aka Cinagra),Madagascar,841,2012,0.72,Madagascar,2.5,Trinitario,Madagascar
536,Metiisto,Akesson Estate,1267,2014,0.72,Sweden,3.5,Trinitario,Madagascar
537,Metropolitan,South America,1688,2015,0.7,Amsterdam,3.5,Trinitario,South America
538,Michel Cluizel,"Carenero Superior, Concepcion",117,2007,0.66,France,3.5,Trinitario,Venezuela
539,Michel Cluizel,Vila Gracinda,135,2007,0.67,France,3.5,Forastero,Sao Tome
540,Michel Cluizel,Tamarina,24,2006,0.7,France,3.0,Forastero,Sao Tome
541,Michel Cluizel,Mangaro P.,24,2006,0.65,France,4.0,Trinitario,Madagascar
542,Middlebury,Maya Mountain,1490,2015,0.8,U.S.A.,3.5,Trinitario,Belize
543,Middlebury,San Juan Estate,1490,2015,0.7,U.S.A.,3.5,Trinitario,Trinidad
544,Middlebury,Belize,1117,2013,0.8,U.S.A.,3.25,Trinitario,Belize
545,Middlebury,Alto Beni,887,2012,0.75,U.S.A.,2.0,Criollo,Bolivia
546,Middlebury,"Balinese, Java",887,2012,0.7,U.S.A.,2.5,Criollo,Indonesia
547,Millcreek Cacao Roasters,Ecuador,1073,2013,0.7,U.S.A.,2.5,Forastero (Nacional),Ecuador
548,Minimal,"Acul-du-Nord, 2015",1920,2016,0.7,Japan,3.5,"Criollo, Trinitario",Haiti
549,Mission,"Bahia, Fazenda Venturosa",1626,2015,0.7,Brazil,3.5,Forastero (Parazinho),Brazil
550,Moho,"Toledo District, w/ nibs",1026,2013,0.73,U.S.A.,3.25,Trinitario,Belize
551,Moho,Toledo District,1030,2013,0.72,U.S.A.,3.0,Trinitario,Belize
552,Moho,"Umoho R., Toledo District, San Felipe",607,2010,0.67,U.S.A.,2.75,Trinitario,Belize
553,Mutari,"Tien Giang, batch 1 SRB",1900,2016,0.8,U.S.A.,3.0,Trinitario,Vietnam
554,Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,0.78,Lithuania,3.75,Forastero (Nacional),Peru
555,Naive,Grenada,867,2012,0.71,Lithuania,2.5,Trinitario,Grenada
556,Na�ve,Nicaragua,1379,2014,0.7,Lithuania,3.25,Criollo,Nicaragua
557,Na�ve,Chuao,1399,2014,0.75,Lithuania,2.75,Trinitario,Venezuela
558,Nathan Miller,Madagascar,1403,2014,0.735,U.S.A.,2.5,Trinitario,Madagascar
559,Nathan Miller,Ghana,1403,2014,0.7,U.S.A.,3.5,Forastero,Ghana
560,Neuhaus (Callebaut),Papua New Guinea,531,2010,0.7,Belgium,2.5,Criollo,Papua New Guinea
561,Neuhaus (Callebaut),Manickchand Estate,230,2008,0.67,Belgium,3.75,Trinitario,Trinidad
562,Neuhaus (Callebaut),West Africa,15,2006,0.73,Belgium,2.0,Forastero,West Africa
563,Neuhaus (Callebaut),Sao Tome,15,2006,0.75,Belgium,2.75,Forastero,Sao Tome
564,Neuhaus (Callebaut),Ocumare,24,2006,0.71,Belgium,3.0,Criollo,Venezuela
565,Nibble,Patanemo,1526,2015,0.72,U.S.A.,2.25,Criollo,Venezuela
566,Nibble,Elvesia P.,1526,2015,0.72,U.S.A.,2.75,Trinitario,Dominican Republic
567,Nibble,"Ambanja, Sambirano Valley",1526,2015,0.72,U.S.A.,3.0,Trinitario,Madagascar
568,Nibble,Tumbes,1526,2015,0.72,U.S.A.,3.0,Criollo,Peru
569,Noble Bean aka Jerjobo,Ghana,1295,2014,0.75,U.S.A.,3.0,Forastero,Ghana
570,Noble Bean aka Jerjobo,Moho Valley,1299,2014,0.75,U.S.A.,3.0,Trinitario,Belize
571,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,0.75,U.S.A.,3.25,Forastero (Nacional),Peru
572,Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,0.8,Nicaragua,3.25,Forastero (Nacional),Ecuador
573,Nuance,"Ghana, 2013",1454,2015,0.7,U.S.A.,3.75,Forastero,Ghana
574,Nuance,"Ecuador, 2013",1458,2015,0.7,U.S.A.,2.75,Trinitario,Ecuador
575,Nuance,"Canoabo, 2013",1458,2015,0.7,U.S.A.,3.0,Criollo,Venezuela
576,Nuance,"Sambirano Valley, 2012",1458,2015,0.7,U.S.A.,3.5,Trinitario,Madagascar
577,Nugali,Fazenda Leolinda,1876,2016,0.7,Brazil,3.5,Trinitario (Scavina),Brazil
578,Oakland Chocolate Co.,Jamaica,478,2010,0.7,U.S.A.,2.5,Trinitario,Jamaica
579,Obolo,Pangoa,1638,2015,0.7,Chile,3.75,Criollo,Peru
580,Obolo,"Pangoa, w/ nibs",1638,2015,0.7,Chile,3.75,Criollo,Peru
581,Ocelot,Virunga,1558,2015,0.7,Scotland,3.75,Forastero,Congo
582,Ocelot,Piura,1558,2015,0.75,Scotland,4.0,Criollo,Peru
583,Ohiyo,"San Juan Estate, Gran Couva",1594,2015,0.7,U.S.A.,2.75,Trinitario,Trinidad
584,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,0.7,Germany,3.5,Criollo,Bolivia
585,Olive and Sinclair,Ghana prototype,486,2010,0.72,U.S.A.,3.0,Forastero,Ghana
586,Omanhene,Ghana,693,2011,0.8,Ghana,2.75,Forastero,Ghana
587,Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,0.7,Iceland,3.75,Trinitario,Tanzania
588,Omnom,Madagascar,1247,2014,0.66,Iceland,3.5,Trinitario,Madagascar
589,organicfair,Maya Mountain,1161,2013,0.74,Canada,2.75,Trinitario,Belize
590,organicfair,Nicaraqua,1165,2013,0.72,Canada,2.75,Trinitario,Nicaragua
591,organicfair,Mindo,1165,2013,0.72,Canada,3.0,Trinitario,Ecuador
592,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,0.7,Switzerland,3.0,Forastero,Congo
593,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,0.75,Switzerland,3.0,Criollo,Peru
594,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,0.6,U.S.A.,3.0,Criollo,Hawaii
595,Pacari,Esmeraldas,224,2008,0.6,Ecuador,2.5,Forastero (Arriba),Ecuador
596,Pacari,Manabi,224,2008,0.65,Ecuador,2.75,Forastero (Arriba),Ecuador
597,Pacari,Los Rios,224,2008,0.72,Ecuador,3.0,Forastero (Arriba),Ecuador
598,Pacari,Raw,266,2008,1.0,Ecuador,2.0,Forastero (Arriba),Ecuador
599,Pacari,Raw,266,2008,0.7,Ecuador,3.5,Forastero (Arriba),Ecuador
600,Palette de Bine,Maya Mtn,1720,2016,0.72,Canada,3.0,Trinitario,Belize
601,Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,0.7,Canada,3.25,Trinitario,Trinidad
602,Palette de Bine,Lam Dong,1574,2015,0.72,Canada,3.75,Trinitario,Vietnam
603,Palette de Bine,Sambirano,1239,2014,0.78,Canada,3.75,Trinitario,Madagascar
604,Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,0.75,Canada,3.5,Blend,"Trinidad, Ecuador"
605,Palette de Bine,Gran Couva,1399,2014,0.7,Canada,3.75,Trinitario,Trinidad
606,Patric,Madagascar,331,2009,0.75,U.S.A.,4.0,Trinitario,Madagascar
607,Patric,Madagascar,439,2009,0.67,U.S.A.,3.5,Trinitario,Madagascar
608,Patric,"Rio Caribe, Paria Penninsula",439,2009,0.7,U.S.A.,3.5,Trinitario,Venezuela
609,Patric,Madagascar,196,2007,0.7,U.S.A.,4.0,Trinitario,Madagascar
610,Paul Young,"Madagascar, w/ shell",1271,2014,0.73,U.K.,2.25,Trinitario,Madagascar
611,Paul Young,"Madagascar, w/ shell",1271,2014,0.64,U.K.,2.75,Trinitario,Madagascar
612,Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,0.7,Belgium,3.25,Forastero,Cameroon
613,Pierre Marcolini,Chuao,478,2010,0.75,Belgium,3.0,Criollo,Venezuela
614,Pierre Marcolini,Trinite,478,2010,0.75,Belgium,3.25,Trinitario,Trinidad
615,Pierre Marcolini,"Baracoa, Cuba",516,2010,0.78,Belgium,3.75,"Criollo, Forastero",Cuba
616,Pierre Marcolini,"Peru, Las Pampas P.",531,2010,0.85,Belgium,3.0,Criollo,Peru
617,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,0.72,Belgium,3.0,Forastero,Brazil
618,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,0.72,Belgium,3.0,Criollo,Mexico
619,Pierre Marcolini,Cabosse,111,2007,0.7,Belgium,4.0,Blend,"Venezuela, Java"
620,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,0.72,Belgium,3.75,Forastero (Nacional),Ecuador
621,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,0.72,Belgium,4.0,Trinitario,Madagascar
622,Pierre Marcolini,Fleur de Cacao,166,2007,0.85,Belgium,3.5,Blend,Venezuela/ Ghana
623,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,0.72,Belgium,4.0,Criollo,Mexico
624,Pierre Marcolini,"Kendem Lembu, Java",93,2006,0.72,Belgium,3.0,Criollo,Indonesia
625,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,0.72,Belgium,4.0,Criollo,Venezuela
626,Pitch Dark,Chuno,1510,2015,0.8,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
627,Pitch Dark,Nicalizo,1510,2015,0.8,U.S.A.,2.75,Trinitario,Nicaragua
628,Pitch Dark,Akesson Estate,1311,2014,0.73,U.S.A.,3.25,Trinitario,Madagascar
629,Pitch Dark,Namau Village,1315,2014,0.73,U.S.A.,2.5,Trinitario,Fiji
630,Pomm (aka Dead Dog),Peru,829,2012,0.82,U.S.A.,2.75,Criollo,Peru
631,Potomac,Upala w/ nibs,647,2011,0.7,U.S.A.,3.5,Matina,Costa Rica
632,Potomac,"Upala, Batch 18",654,2011,0.7,U.S.A.,3.0,Matina,Costa Rica
633,Potomac,"Upala, Batch 12",607,2010,0.82,U.S.A.,3.75,Matina,Costa Rica
634,Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,0.75,France,3.25,Criollo (Porcelana),Venezuela
635,Pralus,Chuao,486,2010,0.75,France,3.5,Trinitario,Venezuela
636,Pralus,Papouasie,199,2008,0.75,France,3.0,Trinitario,Papua New Guinea
637,Pralus,"Sambirano Valley, Le 100%",202,2008,1.0,France,3.0,Criollo,Madagascar
638,Pralus,Claudio Corallo w/ nibs,162,2007,0.75,France,4.0,Forastero,Sao Tome
639,Pralus,"Monte Alegre (Itacare), Brazil",105,2006,0.75,France,3.0,Forastero,Brazil
640,Pralus,Tanzania,105,2006,0.75,France,3.5,Criollo,Tanzania
641,Pralus,Sao Tome & Principe,5,2006,0.75,France,3.5,Forastero,Sao Tome & Principe
642,Pralus,Trinidad,5,2006,0.75,France,3.5,Trinitario,Trinidad
643,Pralus,"Madagascar, Nosy Be Isle.",5,2006,0.75,France,3.75,Criollo,Madagascar
644,Pralus,"Java, Indonesie",32,2006,0.75,France,3.5,Criollo,Indonesia
645,Pralus,"Barlovento, Venezuela",32,2006,0.75,France,3.5,Trinitario,Venezuela
646,Pralus,Jamaique,32,2006,0.75,France,4.0,Trinitario,Jamaica
647,Pralus,Equateur,40,2006,0.75,France,3.0,Trinitario,Ecuador
648,Pralus,Vanuatu,40,2006,0.75,France,3.0,Trinitario,Vanuatu
649,Pralus,Ghana,40,2006,0.75,France,3.25,Forastero,Ghana
650,Pralus,Colombie,40,2006,0.75,France,3.5,Trinitario,Colombia
651,Pralus,Fortissima,93,2006,0.8,France,4.0,"Criollo, Trinitario",Ecuador
652,Pralus,Cuba,99,2006,0.75,France,3.0,Trinitario,Cuba
653,Pralus,"Caracas, Venezuela and Ghana",99,2006,0.75,France,3.0,"Trinitario, Forastero","Venezuela, Ghana"
654,Pralus,"Djakarta, Java and Ghana",99,2006,0.75,France,3.5,"Criollo, Forastero","Indonesia, Ghana"
655,Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,0.7,U.K.,3.5,Trinitario,Grenada
656,Pump Street Bakery,"Akesson's, batch 4411",1530,2015,0.74,U.K.,3.5,Criollo,Madagascar
657,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,0.75,U.K.,2.75,Trinitario,Venezuela
658,Pump Street Bakery,Guantupi River,1223,2014,0.75,U.K.,3.0,Forastero (Nacional),Ecuador
659,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,0.72,U.K.,3.25,Trinitario,Madagascar
660,Pump Street Bakery,Guantupi River,1227,2014,0.85,U.K.,2.75,Forastero (Nacional),Ecuador
661,Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,0.7,Mexico,2.75,Criollo,Mexico
662,Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,0.74,Mexico,3.0,Trinitario,Mexico
663,Raaka,Virunga,1708,2015,0.75,U.S.A.,2.75,Forastero,Congo
664,Raaka,Madagascar,959,2012,0.75,U.S.A.,3.25,Trinitario,Madagascar
665,Rancho San Jacinto,Ecuador,565,2010,0.75,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador
666,Ranger,"Tumbes, Batch 2",1562,2015,0.73,U.S.A.,3.5,Criollo,Peru
667,Raoul Boulanger,Piura,1872,2016,0.75,France,3.25,Criollo,Peru
668,Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,0.75,Ecuador,2.5,Forastero (Arriba),Ecuador
669,Republica del Cacao (aka Confecta),Manabi,147,2007,0.75,Ecuador,3.0,Forastero (Arriba),Ecuador
670,Republica del Cacao (aka Confecta),El Oro,147,2007,0.67,Ecuador,3.5,Forastero (Arriba),Ecuador
671,Republica del Cacao (aka Confecta),Los Rios,170,2007,0.75,Ecuador,3.75,Forastero (Arriba),Ecuador
672,Ritual,"Toledo District, Maya",1089,2013,0.75,U.S.A.,3.75,Trinitario,Belize
673,Ritual,"Maranon, Cajamarca",1181,2013,0.75,U.S.A.,3.0,Forastero (Nacional),Peru
674,Ritual,Sambirano,891,2012,0.75,U.S.A.,4.0,Trinitario,Madagascar
675,Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,0.75,U.S.A.,3.25,Nacional (Arriba),Ecuador
676,Ritual,Gran Couva,979,2012,0.75,U.S.A.,3.5,Trinitario,Trinidad
677,Robert (aka Chocolaterie Robert),Madagascar,1061,2013,0.75,Madagascar,3.25,Trinitario,Madagascar
678,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,0.68,Madagascar,3.25,Trinitario,Madagascar
679,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,0.66,U.K.,3.5,Trinitario,Grenada
680,Rogue,Porcelana,1209,2014,0.8,U.S.A.,3.75,Criollo,Venezuela
681,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,0.7,U.S.A.,3.5,Trinitario,Madagascar
682,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,0.75,U.S.A.,3.75,Trinitario,Jamaica
683,Rogue,"Camino Verde P., Balao, Guayas",979,2012,0.75,U.S.A.,3.75,Nacional (Arriba),Ecuador
684,Rogue,"Silvestre, Batch 1, 2011",793,2011,0.75,U.S.A.,3.0,Criollo,Bolivia
685,Rogue,Rio Caribe,327,2009,0.7,U.S.A.,3.5,Trinitario,Venezuela
686,Rogue,Jamaica,213,2008,0.7,U.S.A.,2.75,Trinitario,Jamaica
687,Rogue,"Sambirano, 2008",213,2008,0.7,U.S.A.,2.75,Trinitario,Madagascar
688,Rogue,Trinidad,213,2008,0.7,U.S.A.,3.0,Trinitario,Trinidad
689,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,0.76,Hungary,2.25,Trinitario,Venezuela
690,Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,0.72,Hungary,2.5,Trinitario,Madagascar
691,Rozsavolgyi,Carenero Superior,713,2011,0.73,Hungary,3.5,Criollo,Venezuela
692,Rozsavolgyi,Principe,765,2011,0.77,Hungary,2.75,Forastero,Principe
693,S.A.I.D.,Malgascio,607,2010,0.64,Italy,3.5,Trinitario,Madagascar
694,Salgado,Bahia Superior,288,2008,0.7,Argentina,3.5,Forastero,Brazil
695,Salgado,Esmeraldas,288,2008,0.7,Argentina,3.5,Forastero (Nacional),Ecuador
696,Salgado,Carenero Superior,288,2008,0.7,Argentina,3.5,Trinitario,Venezuela
697,Salgado,Rio Arriba,292,2008,0.7,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
698,Santander (Compania Nacional),Colombian 2008,404,2009,0.75,Colombia,2.75,Forastero (Nacional),Colombia
699,Santander (Compania Nacional),Colombian w/ nibs,414,2009,0.7,Colombia,3.0,Forastero (Nacional),Colombia
700,Santander (Compania Nacional),Colombian Semi Dark,32,2006,0.53,Colombia,2.0,Forastero (Nacional),Colombia
701,Santander (Compania Nacional),Colombian,32,2006,0.65,Colombia,3.0,Forastero (Nacional),Colombia
702,Santander (Compania Nacional),Colombian Dark,32,2006,0.7,Colombia,4.0,Forastero (Nacional),Colombia
703,Santome,Sao Tome,761,2011,0.7,France,2.75,Forastero,Sao Tome
704,Scharffen Berger,Camahogne,464,2010,0.68,U.S.A.,3.5,Trinitario,Grenada
705,Scharffen Berger,Amina,464,2010,0.65,U.S.A.,3.75,"Trinitario, Criollo",Madagascar
706,Scharffen Berger,Asante,336,2009,0.65,U.S.A.,4.0,Forastero,Ghana
707,Scharffen Berger,Ben Tre,445,2009,0.72,U.S.A.,3.75,Trinitario,Vietnam
708,Scharffen Berger,Finisterra,227,2008,0.72,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad."
709,Scharffen Berger,Las Islas,117,2007,0.72,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri)
710,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,0.75,U.S.A.,3.0,Blend,Carribean
711,Scharffen Berger,Kumasi Sambirano,40,2006,0.68,U.S.A.,2.0,Blend,Ghana & Madagascar
712,Scharffen Berger,Jamaica a l'ancienne,56,2006,0.7,U.S.A.,2.0,Trinitario,Jamaica
713,Shark Mountain,Jamaica,1450,2015,0.72,U.S.A.,3.25,Trinitario,Jamaica
714,Shark Mountain,Papua New Guinea,1450,2015,0.73,U.S.A.,3.5,Forastero,Papua New Guinea
715,Shark Mountain,Cuyagua,1466,2015,0.77,U.S.A.,2.75,Criollo,Venezuela
716,Shark Mountain,ROIG,1466,2015,0.74,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
717,Shark Mountain,Ecuador,1335,2014,0.75,U.S.A.,3.0,Trinitario,Ecuador
718,Shark Mountain,"Belize, 2013",1335,2014,0.72,U.S.A.,3.25,"Criollo, Trinitario",Belize
719,Shattell,Porcelana,757,2011,0.75,Peru,3.5,Criollo,Peru
720,Silvio Bessone,Maya Belize,717,2011,0.67,Italy,3.0,Criollo,Belize
721,Silvio Bessone,"Trintade, Sao Tome",725,2011,0.65,Italy,3.25,Forastero,Sao Tome
722,Silvio Bessone,"Bahia, Scavina",729,2011,0.6,Italy,3.25,Trinitario,Brazil
723,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,0.68,Italy,3.0,"Criollo, Trinitario",Colombia
724,Sirene,"Somia Plantation, 2012",1502,2015,1.0,Canada,3.0,Trinitario,Madagascar
725,Sirene,"Somia Plantation, 2012",1339,2014,0.67,Canada,3.75,Trinitario,Madagascar
726,Sirene,"Somia Plantation, 2012",1339,2014,0.73,Canada,3.75,Trinitario,Madagascar
727,Sjolinds,Ghana,1454,2015,0.7,U.S.A.,2.75,Forastero,Ghana
728,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,0.7,Australia,3.75,Criollo,Venezuela
729,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,0.7,Australia,4.0,Criollo,Ecuador
730,"Smooth Chocolator, The",Tien Giang,1864,2016,0.7,Australia,3.0,Trinitario,Vietnam
731,"Smooth Chocolator, The",Akesson's Estate,1618,2015,0.65,Australia,3.25,Trinitario,Madagascar
732,"Smooth Chocolator, The",Akesson's Estate,1622,2015,0.7,Australia,3.5,Trinitario,Madagascar
733,"Smooth Chocolator, The",San Juan Estate,1622,2015,0.7,Australia,3.75,Trinitario,Trinidad
734,"Smooth Chocolator, The","Maranon, batch 2",1666,2015,0.67,Australia,3.0,Forastero (Nacional),Peru
735,"Smooth Chocolator, The","Chuao, batch 3",1666,2015,0.7,Australia,3.75,Trinitario,Venezuela
736,Snake & Butterfly,Ghana,693,2011,0.67,U.S.A.,1.5,Forastero,Ghana
737,Snake & Butterfly,Madagascar,502,2010,0.68,U.S.A.,3.0,Trinitario,Madagascar
738,Sol Cacao,Madagascar,1518,2015,0.72,U.S.A.,3.0,Trinitario,Madagascar
739,Solkiki,"Maranon, Fortunato No. 4",1840,2016,0.68,U.K.,2.75,Forastero (Nacional),Peru
740,Solstice,Bundibugyo,1335,2014,0.7,U.S.A.,3.0,"Forastero, Trinitario",Uganda
741,Solstice,Sambirano,1157,2013,0.7,U.S.A.,3.0,Trinitario,Madagascar
742,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,0.7,Canada,3.5,Trinitario,Madagascar
743,Soma,"Bahia Black, batch bra50722.1",1828,2016,0.7,Canada,3.5,Forastero (Parazinho),Brazil
744,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,0.7,Canada,3.75,Trinitario,Nicaragua
745,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,0.7,Canada,4.0,Trinitario,Vietnam
746,Soma,CSB Chama,1594,2015,0.7,Canada,3.5,Criollo,Venezuela
747,Soma,Maranon Canyon,1259,2014,0.7,Canada,3.75,Forastero (Nacional),Peru
748,Soma,La Dalia,1307,2014,0.7,Canada,3.25,Trinitario,Nicaragua
749,Soma,"Camino Verde P., Balao, Guayas",1307,2014,0.8,Canada,3.5,Forastero (Nacional),Ecuador
750,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,0.7,Canada,3.75,Forastero (Amelonado),Vanuatu
751,Soma,Little Big Man,1339,2014,0.7,Canada,3.25,Blend,Madagascar & Ecuador
752,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,0.77,Canada,3.75,Trinitario,Dominican Republic
753,Soma,Java,1030,2013,0.7,Canada,3.25,Criollo,Indonesia
754,Soma,"Apurimac, El Quinacho Co-op",1073,2013,0.7,Canada,2.75,Criollo,Peru
755,Soma,"Sangre Grande P., Trinidad",1073,2013,0.7,Canada,3.75,Trinitario,Trinidad
756,Soma,Patanemo,1077,2013,0.7,Canada,3.75,Criollo,Venezuela
757,Soma,"Maracaibo, El Vigia",1077,2013,0.7,Canada,4.0,Criollo,Venezuela
758,Soma,Orinoco,1173,2013,0.7,Canada,3.25,Forastero,Venezuela
759,Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,0.7,Canada,4.0,Trinitario,Jamaica
760,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,0.7,Canada,4.0,Blend,"Dom. Rep., Madagascar"
761,Soma,"Dancing in Your Head, 5 bean blend",867,2012,0.7,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad"
762,Soma,Cahabon Region,951,2012,0.7,Canada,3.5,Trinitario,Guatemala
763,Soma,Carenero Superior,951,2012,0.7,Canada,3.75,Trinitario,Venezuela
764,Soma,Eastern Promises,967,2012,0.7,Canada,3.5,Blend,"Mad., Java, PNG"
765,Soma,Papua New Guinea,983,2012,0.85,Canada,3.5,Trinitario,Papua New Guinea
766,Soma,"Grenada, Black Science",676,2011,0.7,Canada,2.75,Trinitario,Grenada
767,Soma,"Alto Beni, Wild Bolivian",676,2011,0.7,Canada,3.5,Nacional,Bolivia
768,Soma,"Elvesia P., Black Science",682,2011,0.7,Canada,3.75,Forastero,Dominican Republic
769,Soma,Chuao,688,2011,0.7,Canada,3.5,Criollo,Venezuela
770,Soma,Black Science Blend 1,607,2010,0.7,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru"
771,Soma,Hispaniola,377,2009,0.7,Canada,3.0,Forastero,Dominican Republic
772,Soma,Africa,377,2009,0.7,Canada,3.5,Forastero,Ghana
773,Soma,Conacado,387,2009,0.7,Canada,3.0,Trinitario,Dominican Republic
774,Soma,Papua New Guinea,387,2009,0.7,Canada,3.5,Trinitario,Papua New Guinea
775,Soma,Madagascar,387,2009,0.7,Canada,3.75,Criollo,Madagascar
776,Soma,Ocumare,387,2009,0.7,Canada,3.75,Criollo,Venezuela
777,Spencer,Malekula Island,1434,2014,0.72,Australia,2.75,Trinitario,Vanuatu
778,Sprungli (Felchlin),Alto Beni,1057,2013,0.7,Switzerland,3.0,Criollo,Bolivia
779,Starchild,"Bolivar, Arriba",1634,2015,0.7,U.S.A.,3.0,Forastero (Nacional),Ecuador
780,Starchild,Rio Tuma,1692,2015,0.7,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua
781,Starchild,Sambirano Valley,1696,2015,0.7,U.S.A.,3.0,Trinitario,Madagascar
782,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,0.68,Switzerland,2.75,Trinitario,Brazil
783,Sublime Origins,Sambirano,1157,2013,0.67,U.S.A.,2.75,Trinitario,Madagascar
784,Sublime Origins,Moho Valley,1157,2013,0.78,U.S.A.,3.25,Trinitario,Belize
785,Summerbird,Peru,1800,2016,0.61,Denmark,2.5,"Criollo, Trinitario",Peru
786,Summerbird,Peru,1800,2016,0.71,Denmark,3.0,"Criollo, Trinitario",Peru
787,Svenska Kakaobolaget,Sri Lanka,1618,2015,0.7,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
788,Szanto Tibor,Baracoa,1704,2015,0.88,Hungary,3.25,Trinitario,Cuba
789,Szanto Tibor,Ambolikapiky,1704,2015,0.7,Hungary,3.25,Trinitario,Madagascar
790,Szanto Tibor,"Winak, Sumaco",1704,2015,0.7,Hungary,3.75,Forastero (Nacional),Ecuador
791,Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,0.7,Hungary,3.25,Trinitario,Vietnam
792,Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,0.7,Hungary,3.5,Forastero (Parazinho),Brazil
793,Szanto Tibor,Porcelana,1263,2014,0.7,Hungary,3.5,Criollo,Venezuela
794,Szanto Tibor,Baracoa,1263,2014,0.7,Hungary,3.75,Trinitario,Cuba
795,Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,0.7,Hungary,3.5,Criollo,Madagascar
796,Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,0.7,Hungary,3.5,Criollo,Madagascar
797,Tablette (aka Vanillabeans),Vietnam,1450,2015,0.6,Japan,3.25,Trinitario,Vietnam
798,Tablette (aka Vanillabeans),Trinidad,1680,2015,0.77,Japan,2.75,Trinitario,Trinidad
799,Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,0.7,Suriname,3.25,Trinitario,Suriname
800,Taza,Belize,1271,2014,0.68,U.S.A.,3.0,Trinitario,Belize
801,TCHO,West Africa,1716,2016,0.62,U.S.A.,2.0,Forastero,West Africa
802,TCHO,Chocolatey-beta,199,2008,0.7,U.S.A.,2.5,Forastero,Ghana
803,Tejas,Bayou Blend,801,2012,0.7,U.S.A.,3.0,Blend,"Ecuador, Mad., PNG"
804,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,0.7,U.S.A.,3.5,Forastero (Parazinho),Brazil
